2475092, -0.96, -0.26, 0.05, -1.04, 0.79, -0.30, 37.51, 44.26, 2.55
2475100, -0.95, -0.26, 0.02, -1.10, 0.73, -0.30, 35.86, 43.36, 3.75
2475109, -0.95, -0.27, 0.04, -0.98, 0.91, -0.30, 35.86, 43.36, 3.00
2475118, -0.95, -0.26, 0.04, -1.16, 0.85, -0.49, 37.51, 45.01, 3.30
2475127, -0.95, -0.26, 0.03, -1.16, 0.61, -0.43, 35.56, 44.11, 2.70
2475135, -0.95, -0.25, 0.03, -1.04, 0.98, -0.43, 36.46, 45.01, 1.80
2475144, -0.94, -0.26, 0.05, -1.04, 0.79, -0.43, 35.71, 43.51, 3.30
2475153, -0.94, -0.26, 0.03, -1.16, 0.67, -0.55, 35.71, 43.51, 3.30
2475162, -0.96, -0.26, 0.04, -1.10, 0.79, -0.30, 37.06, 43.81, 2.70
2475170, -0.96, -0.26, 0.04, -0.85, 0.91, -0.12, 37.21, 44.71, 2.25
2475179, -0.94, -0.25, 0.06, -1.34, 0.61, -0.37, 37.36, 45.16, 1.65
2475188, -0.96, -0.27, 0.04, -1.04, 0.73, 0.00, 37.51, 45.01, 2.25
2475222, -0.96, -0.26, 0.03, -0.67, 1.34, -0.24, 38.56, 43.21, 3.60
2475231, -0.94, -0.27, 0.07, -1.16, 0.73, -0.37, 36.16, 42.91, 2.55
2475240, -0.95, -0.26, 0.05, -1.40, 0.61, -0.55, 36.76, 43.51, 2.25
2475249, -0.95, -0.27, 0.04, -0.79, 0.98, -0.18, 37.06, 43.36, 2.40
2475257, -0.95, -0.25, 0.06, -0.98, 0.85, 0.00, 37.21, 45.01, 2.55
